,review_body,review_date,hotelName,hotelUrl
25,"This is a must try hotel when in Singapore. The views are incredible, the pool amazing, and the staff helpful, attentive, and genuine. The service was personalized. As many nice hotels that Singapore has, we will definitely stay here again the next time. ","July 2, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
26,"Apart from being an architectural highlight and the simply overwhelmingly beautiful infinity pool in the rooftop, this hotel lives definitely up to its 5 star decoration. Staff is super friendly and perfectly organized. All seems like a clockwork, the cuisine is wonderful. I definitely recommend breakfast here. If you want a view, choose Spago, if you want great variety go to Rise.Rooms are spacious, clean of course and decently decorated. They even make a new towel animal everyday for you! The view is absolutely grand and you couldn't be more perfectly located for public transportation and getting around.","July 2, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
27,This hotel is simply fabulous! great rooms with unique amenities such as a phone beside the toilet. The hotel has great shoos as well as fantastic service. The best are the mall connected nearby as well as a casino. The mall fast food eatery was the best food ever had! Of course the MBS is also known for its roof pool which is simply stunning! Not a cheap hotel but still good value for the service and amenities. ,"July 2, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
28,"Only plus : Infrastructure, view , infinity pool .Rest everything : Strictly averageAverage room , no late check out requested, instead we were told if we check out even a minute after 11 then we still be charged for half day. Vegetarians food at buffet breakfast is what we strictly disliked. No taste at all, neither anyone asked us if we would need something else. I would suggest Donot stay , just pay for the day trip there , that's enough. For the price we paid, we found nothing extraordinary","July 2, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
29,"Quite expensive but worth it!My family checked in for my mom's birthday and had a wonderful experience. Our room was fantastic, so as the view of Marina Bay from our room. We went to the pool and to the view deck, both are spectacular.","July 2, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
30,"MBS is a huge complex, above and below the surface, an architectural icon that could easily fail as a hotel by becoming impersonal, but quite the opposite is the case. The establishment is immaculately maintained and run by great people. We were checked in early after arriving at the hotel at a loose end at 6.30 in the morning. Got a great sleep in on the comfy bed and was up by mid-afternoon to explore the city. The food on the spectactular rooftop is amazing - we dined at both restaurants. The one closest the pool (forget the name now) was the best. The manageress gave us individual attention, and took time out to give us tips on where to get the best street food in Singapore - not something you might expect at a 5 star hotel. She was lovely, friendly and genuine, and sent us free drinks after chatting to us. Impressive stuff for a hotel with so many rooms and an endless queue of guests. Needless to say, the views over Singapore and the bay are something to behold. The gym was good too.","July 2, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
31,"Our stay at Marina Bay Sands was everything we thought it would be. I booked for one night in a superior L40+ city view which ended up to be exactly what I paid for. The room was very large, clean and had a cracking view overlooking the city. Staff are very friendly and one indvidual had gone the extra mile to give us early check-in and early access to the pool. The infinity pool was the highlight for me especially considering the good weather we had. There are countless things to do within the hotel and within the shopping centre. The only downside would be that as I only booked for one night it's hard to cram all the things in that Marina Bay Sands has to offer.  A very enjoyable stay!","July 2, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
32,"Ce La Vi Lounge has the best view of Marina Bay Hotel both front and back!!! You can spend the same amount of money to go to the observation deck but no food and bev this is the better deal! It's $22 per person then the money goes toward your food bill. The menu is pricey but you are paying for that spectacular view. BJ was a very sweet and friendly server, he helped us with getting around the City!!! Thank you to BJ at Ce La Vi and I would recommend this place to others! There were many families with children, great for all ages!!! DON'T miss this restaurant during your stay in Singapore!!!","July 1, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
33,Unforgettable experience in the sense of crowded reception but fast and great polite service given by the hotel staffs. We will shocked with wonderful room view and spacious room but swimming pool always crowded,"July 1, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
34,"As a flagship hotel of Singapore, located at the golden location, marina bay. This hotel is a must for us.However, I think the hotel was too crowded, too busy, too business-wise for us. As a family of 4 travelling just for fun, it didn’t feel right. The lobby feels like a train station or airport. Lucky us we booked the club room so we had a fast-track check in. The shopping mall is good offering many restaurants and shops. The infinity pool, observation deck, roof top bar were too busy at all time. We went there early morning (7 am) hoping to see no one in the pool but no, there were hundreds of them already everywhere. The evening canapé at club 55 is one of the best I’ve ever had. They offer bigger-than-normal-canapé portion compared to other hotels with wide selection of excellent quality food. While checking out, we phoned front desk and asked for a bellboy to help carrying our luggages down, but were informed that we have to wait for 20 mins so we decided to carry things down to the lobby ourselves. In general, I think it’s worth going once, but don’t expect 5 stars service as it seems impossibly when the hotel is that big. You need a sophisticated service protocol to handle the amount of guesses you have.","June 30, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
35,"The best destination spot for a holiday , let it be family visit or any other type of visit .3 towers ,casino & infinity pool just awesome. Singapore trip without visiting Marina is waste. Electrifying atmosphere of infinity pool is lifetime experience. JUST VISIT TO BELEIVE.","June 30, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
36,"We stayed a night at the MBS because the infinity pool was on my bucket list. It sure did not disappoint! Although there were quite a few other people enjoying the facilities as well, the pool did live up to the hype. As for the hotel itself, albeit MBS is not considered the best hotel in Singapore by locals, we thoroughly enjoyed our spacious, comfortable and clean room from which we could see the light show at the Gardens by the Bay. To be honest though, the main reasons to stay here are the pool, the view and the wow-factor, not the rooms. In any case, the staff was very accomodating. Had to manually reconnect to the wifi several times, which was annoying.","June 30, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
37,If in Singapore highly recommend even just one night here. It is spectacular & well worth the money. We stayed on the city side on a higher level and loved it. The infinity pool is well worth the money for the stay. A must if in Singapore!,"June 29, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
38,"We booked 2 nights just before leaving Singapore. Paid the price of a luxury hotel ($650/night !) while it is definitely not a luxury hotel. You mainly pay for the pool… Not that we regret it: it was one of those experiences you have to do once in your lifetime ! We were lucky to find a not so crowded pool on a very nice sunny day. Our room made us feel like we were in Las Vegas: marble, double doors for the bathroom, lots of space and great views. Staff from Club 55 was very friendly and useful. The armchairs in our room and at Club 55 could be replaced (very old and especially uncomfortable). Beware: pillows are comfy but bed is very hard. ","June 29, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
39,A laser show which is a must see at 2100 HRS from the Marina Bay Sands Shopping Arcade (entrance is from near the Marina Casino). It is a 15 minutes long show. Try to reach there by 2045 HRS and grab a seat. You can go early as well and do some window shopping / shopping as there are wonderful brands and showrooms there.,"June 29, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
40,"I have to be honest: this is not a luxury property though price per night might make you think it is. So, I you expect the best service and a good value for your money, go to the Four Seasons or the St Regis. This is a very expensive hotel and it's not exclusive at all. Maybe social media seduced you (yeah, that's how I fell for it) and you wanna try it, which is ok, but take this into consideration before booking and spending your money. That being said, I don't regret at all the night I spent here. It's very easy to get here from the airport: metro takes you to the entrance in no time. Though it's always full of people everywhere, check in and check out went really fast for me. The lady who helped me check in was amazing: she said a room with view was available and though that wasn't the room I payed for, she wanted me to really enjoy my experience in the hotel. And I did! Views to Gardens by the Bay were amazing. I think my biggest disappointment was the infinity pool, which was precisely why I wanted to stay at the hotel hahaha I almost had a heart attack: there were SO many people in the pool!! It opens at 6 am and some girl was saying that she woke up at 5:30 am just to take pictures and it was already full. You can hardly get a chair and waiters are slow (and food is expensive), but ok, trying to be positive, views are great from the pool and once accepting the fact that you're in beautiful Singapore and enjoying the best views of the city, it's ok. So, in summary, it was a good experience for one night but that's it.","June 28, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
41,"If ever in Singapore, book Marina Bay at least for 1 night...you wont regret it.It might be a bit pricey but is worth every penny.We stayed at Marina bay for my partner birthday and the service was incredible.At the check-in my partner received a gift for his birthday at the Casino(nice touch) and we received a room with Gardens by the Bay View....OMG ,just OMGThe view from our room was like a painting ,we were also able to see the lights in the Gardens from our window...incredible.The infinity pool was not that crowded and we were able to take some nice pics at the sunset.Is definitely a must...when in Singapore.","June 28, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
42,"We decided to finish our trip with a 3 day stopover in Singapore and do it in style.We were not disappointed. If this place isn’t on your bucket list it should be.Everything was a jaw dropping eye opener.The rooms were phenomenal, the staff the most friendly and helpful ever. Then there’s the place itself. As per the title of my review OMG! Restaurants, bars, that 57th floor infinity pool.... it goes on forever.We’re definitely coming back here","June 27, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
43,"We booked the Marina Bay Sands for the last 2 days we were in Singapore and I must say how impressed we were with this hotel, having been to Singapore 8 months earlier and checked out what was there, shops,food court & restaurants we decided to hang the expense and stay there this time. Check in was a 3pm but we arrived around 12 and they found us a room on the 25th floor as we had requested a room on the gardens buy the bay side, there are more expensive rooms on higher floor but this room was in our budget this time.All the staff are so professional with dealing with the guests and nothing is a problem, we were staying in tower 3 and what I liked was the security guard at the lift entrance checking room keys (stops non guests accessing the accommodation floors)Our room had a spectacular view over the Gardens which has the impressive light show, with so many restaurants to choose from the food court to restaurant's like Gordon Ramsay & Wolfgang Puck you should never go hungry, the views from the infinity pool on the top level are the best in Singapore the pool is guests only so you carnt take friends in unless they have a room key as well, the drinks and food around the pool is waiter service which you can pay cash or charge back to your room.Do yourself a favour and stay at Marina Bay Sands even if only for 1 night you won't be disappointed,we will certainly be staying there next time we are back in Singapore ","June 27, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
44,This hotel is located at a premium location. Me and my family really enjoyed there. We stayed there for two days and I must say all the services were amazing. Rooms were well kept and breakfast buffet had plethora of food items.Must stay hotel if you are visiting Singapore.,"June 27, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
45,"Arrived to the hotel early, at around 9:00, but was lucky to receive the keys anyways. However, we had to pay 100 SingaporeAn dollars for an extra bed, which was a hit overpriced. Got a room at floor 41. The room was nice; big and pretty clean. However, you have to be careful about accidentally using it taking something that costs money. When ordering food, be aware that things like ketchup costs extra money. (2 Singaporean dollars for 1 small cup!!) Learnt that from experience. ","June 26, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
46,"Luxury room and hotel, We choose room with balcony and face to Garden by The Bay.We can see the Night Performance of Garden The Bay from our room, with music and colorful light. You can see also big cruise ship is leaning back at port.Trying also the infinty pool and take the picture with highrised building background from the pool. Going to rooftop (special for Hotel Guest only), enjoy Singapore City and enjoy the bar. 10 minutes walking to Garden by The Bay.don't missed laser light and water show in front of Marina Bay Sands Mall at 7pm or 8pm (ask concierge)","June 26, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
47,I stayed in this hotel for 3 nights its expensive but believe me its worth staying whenever visiting singapore try to stay at least one night in this hotel. So neat and clean ly maintain there is swimming pool named infinity pool at 52floor only in the world family.Ther is metrotrain running below this hotel and dher is also casino .Breakfast we get choice to select from 3 hotels .Everything perfect will definately stay here in my next visit,"June 26, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
48,"We have just spent 3 nights at Marina Bay Sands. It’s like a city within a city. People people people. Rude people, ignorant people, some courteous people, and a few smiles from staff.The rooms are OK. The bed is hard! Bathrooms are clean and well stocked. The internet in the room and hotel is woeful!! Constantly drops out.The top deck pool is unique and easy to get a lounge. Just beware the photographer in the pool......they want from S$140 up......The food in the restaurants is quite good, coffee is excessively expensive and drinks are even worse. Forget about the Sands Rewards as it is a pain in the arse to register and then they want your passport to pick up the card!!!","June 25, 2019","0    Marina Bay Sands
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html
